"Identifiant du Tweet","Permalien du Tweet","Texte du Tweet","heure","impressions","engagements","taux d’engagement","Retweets","réponses","J'aime","clics sur le profil de l'utilisateur","clics sur l'URL","clics sur le hashtag","ouvertures des détails","clics sur le permalien","ouvertures d'application","installations de l'application","abonnements ","envoyer le Tweet par email","composer le numéro","vues du média","engagements avec le média","impressions sponsorisé","engagements sponsorisé","taux d’engagement sponsorisé","Retweets sponsorisé","réponses sponsorisé","J'aime sponsorisé","clics sur le profil de l'utilisateur sponsorisé","clics sur l'URL sponsorisé","clics sur le hashtag sponsorisé","ouvertures des détails sponsorisé","clics sur le permalien sponsorisé","ouvertures d'application sponsorisé","installations de l'application sponsorisé","abonnements  sponsorisé","envoyer le Tweet par email sponsorisé","composer le numéro sponsorisé","vues du média sponsorisé","engagements avec le média sponsorisé"
"809083131143880704","https://twitter.com/DataBzh/status/809083131143880704","21 #DeepLearning Videos, Tutorials &amp; Courses on Youtube from 2016 : https://t.co/1c8qjv2vsd","2016-12-14 17:10 +0000","363.0","7.0","0.01928374655647383","2.0","0.0","0.0","0.0","5.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"809032776641085440","https://twitter.com/DataBzh/status/809032776641085440","#RStats — An Interview With @drob, Data Scientist at @StackOverflow : https://t.co/wiZuoKsJpi via @DataCamp","2016-12-14 13:50 +0000","454.0","2.0","0.004405286343612335","0.0","0.0","1.0","0.0","1.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"808990206061907968","https://twitter.com/DataBzh/status/808990206061907968","Qu'est-ce que l'#opendata ? https://t.co/HSYyL4Hp0f","2016-12-14 11:01 +0000","410.0","7.0","0.01707317073170732","1.0","0.0","2.0","0.0","3.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"808962980335517697","https://twitter.com/DataBzh/status/808962980335517697","Retour sur la Digital Tech Conférence 2016 https://t.co/m0qLJfTV7d #evenement","2016-12-14 09:12 +0000","263.0","4.0","0.015209125475285171","0.0","0.0","0.0","0.0","3.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"808940907131273216","https://twitter.com/DataBzh/status/808940907131273216","How Big Data Will Save Our Planet - by @BigCloudTeam https://t.co/bYaNVVFnmM #BigData via @datafloq","2016-12-14 07:45 +0000","218.0","1.0","0.0045871559633027525","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"808928273354883073","https://twitter.com/DataBzh/status/808928273354883073","Hôpitaux de Paris — Le #BigData pour prédire le taux d'admission : https://t.co/Adzb0JktX0","2016-12-14 06:55 +0000","425.0","4.0","0.009411764705882352","2.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"808718534029230081","https://twitter.com/DataBzh/status/808718534029230081","Démographie bretonne, volet 2 : les naissances https://t.co/f3c0xfACHr https://t.co/lTxh20Iyp0","2016-12-13 17:01 +0000","447.0","15.0","0.03355704697986577","2.0","0.0","1.0","2.0","6.0","0.0","4.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"808714486735638530","https://twitter.com/DataBzh/status/808714486735638530","“Learning #DataViz with #Python” by John Carr https://t.co/jHX9QIQs6o","2016-12-13 16:45 +0000","239.0","1.0","0.0041841004184100415","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"808671648723435521","https://twitter.com/DataBzh/status/808671648723435521","How to Load and Explore Time Series Data in #Python : https://t.co/XLI3W28iPW via @TeachTheMachine","2016-12-13 13:55 +0000","247.0","1.0","0.004048582995951417","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"808630758160171008","https://twitter.com/DataBzh/status/808630758160171008","La Bretagne et ses équipements sportifs en #DataViz ! https://t.co/5Kb5UZdaXn #territoire","2016-12-13 11:12 +0000","258.0","1.0","0.003875968992248062","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"808630134966255616","https://twitter.com/DataBzh/status/808630134966255616","#RStats — Grid search in the tidyverse : https://t.co/0nHSRfMWb1 via @drsimonj","2016-12-13 11:10 +0000","269.0","1.0","0.0037174721189591076","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"808586066986991616","https://twitter.com/DataBzh/status/808586066986991616","#DataScience — Introduction to K-means Clustering : https://t.co/h4dxpNfzGh","2016-12-13 08:15 +0000","219.0","2.0","0.0091324200913242","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"808561742976585728","https://twitter.com/DataBzh/status/808561742976585728","#Rennes — Retour sur la #DigitalTC de @LaFTRSM : https://t.co/m0qLJfTV7d https://t.co/kac6N02sE6","2016-12-13 06:38 +0000","1955.0","35.0","0.017902813299232736","6.0","0.0","6.0","2.0","10.0","1.0","4.0","0.0","0","0","0","0","0","6","6","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"808554585648463872","https://twitter.com/DataBzh/status/808554585648463872","“Understanding #BigData and #DataScience” by @fumodavi https://t.co/YFxLO1uzvd","2016-12-13 06:10 +0000","935.0","22.0","0.023529411764705882","6.0","0.0","7.0","1.0","8.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"808358378896584704","https://twitter.com/DataBzh/status/808358378896584704","#DeepLearning Summer School 2016 Videos : https://t.co/50cQmzUUHN via @ryanswanstrom","2016-12-12 17:10 +0000","381.0","5.0","0.013123359580052493","2.0","0.0","1.0","0.0","2.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"808310688879878144","https://twitter.com/DataBzh/status/808310688879878144","Don't give up on single trees yet.... An interactive tree with Microsoft #RStats : https://t.co/lRABs6ZnZF via @longhowlam","2016-12-12 14:01 +0000","324.0","2.0","0.006172839506172839","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"808298431106183169","https://twitter.com/DataBzh/status/808298431106183169","Premiers pas en text-mining avec R – Partie 2 https://t.co/vmqp5sgbIS #blog","2016-12-12 13:12 +0000","245.0","6.0","0.024489795918367346","0.0","0.0","0.0","1.0","3.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"808296119214231552","https://twitter.com/DataBzh/status/808296119214231552","Retour sur la Digital Tech Conférence 2016 https://t.co/m0qLJfTV7d https://t.co/DPqLGtqxuf","2016-12-12 13:03 +0000","344.0","5.0","0.014534883720930232","0.0","0.0","0.0","0.0","2.0","0.0","3.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"808262665168715776","https://twitter.com/DataBzh/status/808262665168715776","#RStats — The case for index-free #data manipulation : https://t.co/uEvGUEFWJt via @WinVectorLLC","2016-12-12 10:50 +0000","322.0","3.0","0.009316770186335404","0.0","0.0","0.0","0.0","3.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"808221140313403393","https://twitter.com/DataBzh/status/808221140313403393","La nouvelle ère du #machinelearning est arrivée : https://t.co/l35aSw4caj","2016-12-12 08:05 +0000","256.0","4.0","0.015625","0.0","0.0","0.0","0.0","4.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"808206018152976384","https://twitter.com/DataBzh/status/808206018152976384","Art — Comment le #BigData va transformer le marché : https://t.co/M8HOruyb7r","2016-12-12 07:05 +0000","257.0","2.0","0.007782101167315175","1.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"807995909980246018","https://twitter.com/DataBzh/status/807995909980246018","RT @R_Programming: Detect and treat multivariate outliers in R #rstats #datascience : https://t.co/xhmElZSPrB https://t.co/omy6LXYXng","2016-12-11 17:10 +0000","398.0","5.0","0.01256281407035176","2.0","0.0","1.0","0.0","1.0","0.0","0.0","0.0","0","0","0","0","0","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"807966054421004288","https://twitter.com/DataBzh/status/807966054421004288","#Datasnack #5 — Rennes &amp; les stations LE vélo STAR https://t.co/WMLD3DvORi","2016-12-11 15:11 +0000","280.0","1.0","0.0035714285714285713","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"807946817358938114","https://twitter.com/DataBzh/status/807946817358938114","Everything you ever wanted or needed to know about #BigData : https://t.co/tvISKky5hJ via @importio","2016-12-11 13:55 +0000","256.0","3.0","0.01171875","1.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"807901329536516096","https://twitter.com/DataBzh/status/807901329536516096","Podcast Big Data Hebdo https://t.co/ehjTE3UnJh https://t.co/B2v4aOiYr4","2016-12-11 10:54 +0000","349.0","11.0","0.03151862464183381","3.0","0.0","0.0","1.0","3.0","0.0","3.0","0.0","0","0","0","0","0","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"807900261008216066","https://twitter.com/DataBzh/status/807900261008216066","RT @pol_ferrando: Most types of data visualizations and when to pick each one #dataviz https://t.co/LPe0uaok6d https://t.co/NE1RTfQLDc","2016-12-11 10:50 +0000","297.0","6.0","0.020202020202020204","2.0","0.0","0.0","0.0","4.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"807875089127665664","https://twitter.com/DataBzh/status/807875089127665664","What Is The Difference Between #DeepLearning, #MachineLearning and #AI? via @forbes https://t.co/UHD6RUmgKM","2016-12-11 09:10 +0000","327.0","11.0","0.03363914373088685","3.0","0.0","1.0","1.0","5.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"807873542440255492","https://twitter.com/DataBzh/status/807873542440255492","@FloletDrh @LaurentRiera @metropolerennes @Tristan_Le_Dain @bnox on va se pencher sur la question ;) https://t.co/gs1cPJljax","2016-12-11 09:03 +0000","125.0","6.0","0.048","0.0","0.0","2.0","0.0","1.0","0.0","3.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"807856226008698880","https://twitter.com/DataBzh/status/807856226008698880","RT @RomainVallee: #BigData à #Rennes, ne ratez pas la matinale organisée par @rennesatalante :  https://t.co/hFKmZDUiMQ","2016-12-11 07:55 +0000","326.0","4.0","0.012269938650306749","1.0","0.0","0.0","0.0","3.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"807634820155265025","https://twitter.com/DataBzh/status/807634820155265025","RT .@netpublic: Qu’est-ce que le #BigData et ses enjeux ? Vidéo #pédagogique en 3 minutes https://t.co/rKoF7BAbLc https://t.co/cICfWXGfTs","2016-12-10 17:15 +0000","505.0","11.0","0.02178217821782178","7.0","0.0","2.0","0.0","2.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"807633697843380224","https://twitter.com/DataBzh/status/807633697843380224","#Datasnack #24 — Prix de l'immobilier à Vannes 2007-2016 https://t.co/YgHSbpbC2f","2016-12-10 17:10 +0000","215.0","3.0","0.013953488372093023","0.0","0.0","0.0","0.0","2.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"807585822249721856","https://twitter.com/DataBzh/status/807585822249721856","#RStats — The Wordcloud2 library : https://t.co/T2EJRLUNLY via @Rbloggers","2016-12-10 14:00 +0000","301.0","6.0","0.019933554817275746","1.0","0.0","0.0","0.0","5.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"807541644950142977","https://twitter.com/DataBzh/status/807541644950142977","#RStats — December ’16 #RStudio Tips and Tricks : https://t.co/M8JjgaO6eq via @Rbloggers","2016-12-10 11:05 +0000","230.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"807529060528226305","https://twitter.com/DataBzh/status/807529060528226305","RT @OptionsBzh: Retour en dataviz sur le dernier #Twapero de #Rennes 2016 : https://t.co/Bh8V2oozta https://t.co/BJ7BgD0GnO","2016-12-10 10:15 +0000","278.0","4.0","0.014388489208633094","0.0","0.0","1.0","0.0","2.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"807520252879839232","https://twitter.com/DataBzh/status/807520252879839232","Les solutions technologiques du #BigData : https://t.co/X8rXxG5VGe via @BD_group #BlogBD","2016-12-10 09:40 +0000","296.0","6.0","0.02027027027027027","3.0","0.0","1.0","0.0","2.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"807301490624892928","https://twitter.com/DataBzh/status/807301490624892928","Data Bzh sur Twitter — Avril 2016 https://t.co/i74JE4kk1t #opensocialdata","2016-12-09 19:10 +0000","217.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"807264881787437057","https://twitter.com/DataBzh/status/807264881787437057","Book Review: #DeepLearning by Goodfellow, Bengio, and Courville : https://t.co/gyPnFoGUAl","2016-12-09 16:45 +0000","188.0","1.0","0.005319148936170213","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"807227115431198721","https://twitter.com/DataBzh/status/807227115431198721","#DataViz #RStats — How People Like You Spend Their Time : https://t.co/3tFGPB1rCp via @flowingdata","2016-12-09 14:15 +0000","263.0","2.0","0.0076045627376425855","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"807175502305882112","https://twitter.com/DataBzh/status/807175502305882112","Crossed and Nested hierarchical models with STAN and #RStats : https://t.co/oeW6oOYa87","2016-12-09 10:50 +0000","270.0","1.0","0.003703703703703704","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"807130188446310400","https://twitter.com/DataBzh/status/807130188446310400","Les entreprises doivent miser sur l’exploitation du #BigData pour améliorer la satisfaction client https://t.co/L0EDbaYsUd","2016-12-09 07:50 +0000","202.0","1.0","0.0049504950495049506","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"807114599787020290","https://twitter.com/DataBzh/status/807114599787020290","#Rennes — Retour en #DataViz sur le dernier @twapero_Rennes de 2016 : https://t.co/nFQU0cXhYl https://t.co/BfiqHmHNae","2016-12-09 06:48 +0000","2104.0","70.0","0.03326996197718631","8.0","0.0","12.0","7.0","9.0","2.0","12.0","0.0","0","0","0","0","0","20","20","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"806969258194239488","https://twitter.com/DataBzh/status/806969258194239488","#Datasnack #2 — Fréquentation des expositions du Musée de Bretagne et des Champs Libres https://t.co/b7cCrdw3XE","2016-12-08 21:10 +0000","258.0","1.0","0.003875968992248062","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"806915157389615105","https://twitter.com/DataBzh/status/806915157389615105","Retour en dataviz sur le dernier #Twapero de Rennes 2016 https://t.co/nFQU0cXhYl https://t.co/mn5vQfNJQq","2016-12-08 17:35 +0000","230.0","2.0","0.008695652173913044","0.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"806906726448529410","https://twitter.com/DataBzh/status/806906726448529410","Seventeen Ways to Map #Data in #Kaggle Kernels — Tutorials for #Python and #RStats Users : https://t.co/oWqu7EckaH","2016-12-08 17:02 +0000","281.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"806861313481863168","https://twitter.com/DataBzh/status/806861313481863168","""How to Create and Mature your #DataScience Practice"" by @Mani_G https://t.co/3z37i5JVlh","2016-12-08 14:01 +0000","183.0","1.0","0.00546448087431694","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"806846484985643008","https://twitter.com/DataBzh/status/806846484985643008","Datasnack #39 — Effectifs scolaires de Saint-Malo https://t.co/jgQRL2held https://t.co/DmrOX7rCVU","2016-12-08 13:02 +0000","252.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"806835792039596032","https://twitter.com/DataBzh/status/806835792039596032","« Open gov » : le gouvernement défend son bilan https://t.co/cKycicItGQ via @LesEchos","2016-12-08 12:20 +0000","222.0","2.0","0.009009009009009009","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"806813128210186240","https://twitter.com/DataBzh/status/806813128210186240","Free online course — Analyzing #bigdata with Microsoft #RStats Server : https://t.co/BRJnT13BBq","2016-12-08 10:50 +0000","308.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"806793095211667457","https://twitter.com/DataBzh/status/806793095211667457","#RStats — Why time series forecasts prediction intervals aren’t as good as we’d hope : https://t.co/Eth8yBVhmZ via @Rbloggers","2016-12-08 09:30 +0000","246.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"806772868117737474","https://twitter.com/DataBzh/status/806772868117737474","Free ebooks — #MachineLearning with #Python and Practical #DataAnalysis : https://t.co/D6yuLknBLU","2016-12-08 08:10 +0000","218.0","1.0","0.0045871559633027525","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"806759029900853248","https://twitter.com/DataBzh/status/806759029900853248","#RStats — DataChats: An interview with Charlotte Wickham : https://t.co/vX2IW1PZZY via @DataCamp","2016-12-08 07:15 +0000","298.0","1.0","0.003355704697986577","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"806740263989194752","https://twitter.com/DataBzh/status/806740263989194752","[Video] A Huge Debate: #RStats vs. #Python for #DataScience : https://t.co/1ASQs0Z0j0","2016-12-08 06:00 +0000","215.0","3.0","0.013953488372093023","1.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"806636946818736128","https://twitter.com/DataBzh/status/806636946818736128","#Datasnack #33 — Salles de cinéma en Bretagne https://t.co/fry1Sj9fCU","2016-12-07 23:10 +0000","1262.0","4.0","0.003169572107765452","1.0","0.0","1.0","1.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"806541374598291464","https://twitter.com/DataBzh/status/806541374598291464","Interacting With #Amazon Athena from #RStats : https://t.co/GnWdPBb2ps via @hrbrmstr","2016-12-07 16:50 +0000","266.0","4.0","0.015037593984962405","0.0","0.0","1.0","0.0","3.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"806501109988782080","https://twitter.com/DataBzh/status/806501109988782080","Stylometry — Identifying authors of texts using #RStats : https://t.co/3NMJQMb7Lk","2016-12-07 14:10 +0000","239.0","2.0","0.008368200836820083","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"806472170482372610","https://twitter.com/DataBzh/status/806472170482372610","""80+ Free #DataScience Books"" on Data Science Central: https://t.co/g9vD3jZlsN","2016-12-07 12:15 +0000","250.0","7.0","0.028","1.0","0.0","1.0","0.0","4.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"806450747017728000","https://twitter.com/DataBzh/status/806450747017728000","7 Interactive Bioinformatics Plots made in #Python and #RStats : https://t.co/lvj3fAN660","2016-12-07 10:50 +0000","242.0","1.0","0.004132231404958678","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"806434379409006592","https://twitter.com/DataBzh/status/806434379409006592","""#DataAnalysis : Correlation vs Causation"" by Selvaraaju Murugesan : https://t.co/fybz4B0bAy","2016-12-07 09:45 +0000","178.0","1.0","0.0056179775280898875","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"806410478889082880","https://twitter.com/DataBzh/status/806410478889082880","#OpenData — Les transporteurs publics doivent-ils ouvrir leurs données ? https://t.co/gXFGA1a7B9 via @latelier","2016-12-07 08:10 +0000","296.0","3.0","0.010135135135135136","2.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"806394122122698752","https://twitter.com/DataBzh/status/806394122122698752","How to Find the Best Tools for #Data Collection and #DataAnalysis - by @diwasiuk https://t.co/L3piNo3vSF #BigData via @Datafloq","2016-12-07 07:05 +0000","143.0","2.0","0.013986013986013986","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"806391523810168832","https://twitter.com/DataBzh/status/806391523810168832","@jkostreche c'est sûr :)","2016-12-07 06:54 +0000","198.0","1.0","0.005050505050505051","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"806389799984791552","https://twitter.com/DataBzh/status/806389799984791552","@jkostreche déjà fait, mais ça pourrait être approfondi ;) 
https://t.co/TMMtfkEwxW","2016-12-07 06:48 +0000","54.0","5.0","0.09259259259259259","0.0","1.0","1.0","0.0","2.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"806380255942475779","https://twitter.com/DataBzh/status/806380255942475779","Top 5 #RStats Package Maintainers : https://t.co/yKPi60tT01 via @DataCamp","2016-12-07 06:10 +0000","328.0","5.0","0.01524390243902439","0.0","0.0","2.0","1.0","2.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"806304708935749637","https://twitter.com/DataBzh/status/806304708935749637","#DataMining — Rennes Métropole sur Facebook https://t.co/973xJ6PwNk #socialmedia","2016-12-07 01:09 +0000","278.0","8.0","0.02877697841726619","2.0","1.0","2.0","0.0","3.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"806180232852082694","https://twitter.com/DataBzh/status/806180232852082694","Efficiently Saving and Sharing #Data in #RStats : https://t.co/EgqAgQgCqV","2016-12-06 16:55 +0000","234.0","3.0","0.01282051282051282","0.0","0.0","0.0","0.0","2.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"806133685456171008","https://twitter.com/DataBzh/status/806133685456171008","How to send bulk email to your students using #RStats : https://t.co/9eRYN8Izte","2016-12-06 13:50 +0000","243.0","2.0","0.00823045267489712","0.0","0.0","1.0","0.0","1.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"806088350855794688","https://twitter.com/DataBzh/status/806088350855794688","High Performance CommonMark and #Github #Markdown Rendering in #RStats : https://t.co/3HNxSbxz2v","2016-12-06 10:50 +0000","254.0","1.0","0.003937007874015748","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"806074469903114240","https://twitter.com/DataBzh/status/806074469903114240","Five #Data Preparation and #Analytics Predictions for 2017 : https://t.co/QfCOLX0LHT","2016-12-06 09:55 +0000","149.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"806060679480438784","https://twitter.com/DataBzh/status/806060679480438784","“Using #RStats to Analyse #LinkedData” by @northernjamie https://t.co/086oEXCL5h","2016-12-06 09:00 +0000","363.0","8.0","0.02203856749311295","1.0","0.0","1.0","1.0","3.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"806046816382881792","https://twitter.com/DataBzh/status/806046816382881792","#Data #OpeData — La donnée au service de la croissance : https://t.co/rdrHrSc8Hm","2016-12-06 08:05 +0000","191.0","1.0","0.005235602094240838","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
